Timestamp,T1,T2,T3,T4,T5,T6,Ref,Calibration On,Raw Low T1,Ref Low T1,Raw High T1,Ref High T1,Raw Low T2,Ref Low T2,Raw High T2,Ref High T2,Raw Low T3,Ref Low T3,Raw High T3,Ref High T3,Raw Low T4,Ref Low T4,Raw High T4,Ref High T4,Raw Low T5,Ref Low T5,Raw High T5,Ref High T5,Raw Low T6,Ref Low T6,Raw High T6,Ref High T6,Calibrated T1,Calibrated T2,Calibrated T3,Calibrated T4,Calibrated T5,Calibrated T6
2024-03-27 20:16:56,23.1253891,23.13787651,23.21835136,23.15162086,23.11267662,23.17447281,0,Off,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024-03-27 20:16:57,23.12525368,23.13786888,23.21815491,23.15166855,23.11256409,23.17450714,0,Off,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024-03-27 20:16:57,23.12525368,23.13776207,23.2180481,23.15171432,23.11262131,23.17455482,0,Off,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024-03-27 20:16:58,23.12521935,23.13789177,23.21804047,23.15175438,23.11266899,23.17476463,0,Off,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024-03-27 20:16:58,23.12530327,23.13787651,23.21792603,23.15186119,23.11258125,23.17494202,0,Off,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024-03-27 20:16:59,23.12536621,23.13797569,23.21798897,23.15192604,23.11278915,23.17507362,0,Off,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024-03-27 20:16:59,23.12543678,23.13809967,23.21783066,23.15196037,23.11293602,23.1754055,0,Off,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024-03-27 20:17:00,23.12549591,23.13830566,23.21791458,23.15200806,23.11313248,23.17547607,0,Off,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024-03-27 20:17:00,23.12559509,23.13835335,23.21802521,23.15208626,23.11325073,23.1754055,0,Off,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024-03-27 20:17:01,23.1257515,23.13824654,23.21814537,23.15209579,23.11327553,23.17519951,0,Off,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024-03-27 20:17:01,23.12605858,23.13792801,23.21833038,23.15199852,23.11354446,23.1749115,0,Off,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2024-03-27 20:17:02,23.1263485,23.13758469,23.21835136,23.15190125,23.11375999,23.17457771,0,Off,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
