Timestamp,Calibration On,Ref Temperature,Raw T1,Calibrated T1,Polynomial Coeffs T1,Raw T2,Calibrated T2,Polynomial Coeffs T2,Raw T3,Calibrated T3,Polynomial Coeffs T3,Raw T4,Calibrated T4,Polynomial Coeffs T4,Raw T5,Calibrated T5,Polynomial Coeffs T5,Raw T6,Calibrated T6,Polynomial Coeffs T6
2024-04-17 09:53:49,No,N/A,23.740160623333335,N/A,N/A,23.858631770000002,N/A,N/A,23.691360473333333,N/A,N/A,23.67673238333333,N/A,N/A,23.68507512333333,N/A,N/A,23.730747223333335,N/A,N/A
2024-04-17 09:53:51,No,N/A,23.742846806666666,N/A,N/A,23.860141116666664,N/A,N/A,23.693362556666667,N/A,N/A,23.678330739999996,N/A,N/A,23.686307906666666,N/A,N/A,23.730056763333334,N/A,N/A
2024-04-17 09:53:53,No,N/A,23.745236076666668,N/A,N/A,23.8613046,N/A,N/A,23.69604619,N/A,N/A,23.680349986666666,N/A,N/A,23.688836416666664,N/A,N/A,23.730923970000003,N/A,N/A
2024-04-17 09:53:54,No,N/A,23.748285293333335,N/A,N/A,23.862632116666664,N/A,N/A,23.698350906666665,N/A,N/A,23.682476043333335,N/A,N/A,23.689975103333335,N/A,N/A,23.730417253333332,N/A,N/A
2024-04-17 09:53:56,No,N/A,23.750477473333333,N/A,N/A,23.86500295,N/A,N/A,23.700774513333332,N/A,N/A,23.68466377333333,N/A,N/A,23.691679636666667,N/A,N/A,23.73302078,N/A,N/A
2024-04-17 09:53:57,No,N/A,23.751119613333334,N/A,N/A,23.86621348,N/A,N/A,23.70311038,N/A,N/A,23.686391833333335,N/A,N/A,23.693300246666666,N/A,N/A,23.73580932333333,N/A,N/A
2024-04-17 09:53:59,No,N/A,23.754796346666666,N/A,N/A,23.86925061333333,N/A,N/A,23.706303276666663,N/A,N/A,23.688866933333333,N/A,N/A,23.697332379999995,N/A,N/A,23.73855082333333,N/A,N/A
2024-04-17 09:54:00,No,N/A,23.759563446666665,N/A,N/A,23.872868853333333,N/A,N/A,23.709638596666668,N/A,N/A,23.69208145,N/A,N/A,23.702650706666663,N/A,N/A,23.742645263333333,N/A,N/A
2024-04-17 09:54:02,No,N/A,23.763605116666668,N/A,N/A,23.877192176666664,N/A,N/A,23.713350296666665,N/A,N/A,23.69579188,N/A,N/A,23.70802498,N/A,N/A,23.747218450000002,N/A,N/A
2024-04-17 09:54:04,No,N/A,23.767287573333334,N/A,N/A,23.88222694,N/A,N/A,23.717556000000002,N/A,N/A,23.699493410000002,N/A,N/A,23.713552473333333,N/A,N/A,23.75305176,N/A,N/A
